filename,line_total,line_covered,line_percent,branch_total,branch_covered,branch_percent,function_total,function_covered,function_percent
src/decompile/cpp/inject_ghidra.cc,148,45,0.304,146,17,0.11599999999999999,18,7,0.389
src/decompile/cpp/inject_ghidra.hh,3,2,0.667,2,1,0.5,3,2,0.667
src/decompile/cpp/jumptable.cc,1600,0,0.0,1443,0,0.0,100,1,0.01
src/decompile/cpp/jumptable.hh,82,3,0.037000000000000005,2,0,0.0,62,4,0.065
src/decompile/cpp/loadimage.cc,57,0,0.0,56,0,0.0,7,0,0.0
src/decompile/cpp/loadimage.hh,20,7,0.35,2,1,0.5,10,3,0.3
src/decompile/cpp/loadimage_ghidra.cc,15,7,0.467,10,2,0.2,6,2,0.33299999999999996
src/decompile/cpp/marshal.cc,664,3,0.005,473,2,0.004,72,58,0.8059999999999999
src/decompile/cpp/marshal.hh,75,16,0.213,34,1,0.028999999999999998,27,26,0.963
src/decompile/cpp/memstate.cc,337,0,0.0,200,0,0.0,29,0,0.0
src/decompile/cpp/memstate.hh,14,0,0.0,4,0,0.0,7,0,0.0
src/decompile/cpp/merge.cc,887,667,0.752,1102,604,0.5479999999999999,47,40,0.851
src/decompile/cpp/merge.hh,20,18,0.9,8,6,0.75,6,6,1.0
src/decompile/cpp/modelrules.cc,563,0,0.0,475,0,0.0,58,8,0.138
src/decompile/cpp/modelrules.hh,29,4,0.138,8,0,0.0,23,5,0.217
src/decompile/cpp/op.cc,734,429,0.584,610,261,0.428,51,35,0.6859999999999999
src/decompile/cpp/op.hh,107,69,0.645,16,3,0.188,96,72,0.75
src/decompile/cpp/opbehavior.cc,392,106,0.27,180,38,0.21100000000000002,68,25,0.368
src/decompile/cpp/opbehavior.hh,71,54,0.7609999999999999,0,0,,60,57,0.95
src/decompile/cpp/opcodes.cc,52,38,0.731,18,12,0.667,3,1,0.33299999999999996
src/decompile/cpp/options.cc,523,115,0.22,858,163,0.19,46,11,0.239
src/decompile/cpp/options.hh,39,39,1.0,74,37,0.5,39,39,1.0
src/decompile/cpp/override.cc,201,49,0.244,284,28,0.099,21,8,0.381
src/decompile/cpp/override.hh,2,2,1.0,0,0,,2,2,1.0
src/decompile/cpp/paramid.cc,171,0,0.0,228,0,0.0,8,0,0.0
src/decompile/cpp/paramid.hh,4,0,0.0,2,0,0.0,3,0,0.0
src/decompile/cpp/partmap.hh,54,22,0.40700000000000003,36,10,0.278,25,4,0.16
src/decompile/cpp/pcodecompile.cc,470,0,0.0,704,0,0.0,33,0,0.0
src/decompile/cpp/pcodecompile.hh,16,0,0.0,2,0,0.0,15,0,0.0
src/decompile/cpp/pcodeinject.cc,186,27,0.145,224,17,0.076,17,5,0.294
src/decompile/cpp/pcodeinject.hh,19,10,0.526,6,1,0.16699999999999998,19,10,0.526
src/decompile/cpp/pcodeparse.cc,869,0,0.0,913,0,0.0,17,0,0.0
src/decompile/cpp/pcodeparse.hh,11,0,0.0,6,0,0.0,11,0,0.0
src/decompile/cpp/pcoderaw.cc,46,13,0.28300000000000003,20,5,0.25,4,3,0.75
src/decompile/cpp/pcoderaw.hh,36,10,0.278,8,5,0.625,14,3,0.214
src/decompile/cpp/prefersplit.cc,431,15,0.035,289,3,0.01,26,4,0.154
src/decompile/cpp/prefersplit.hh,1,0,0.0,0,0,,1,0,0.0
src/decompile/cpp/prettyprint.cc,716,0,0.0,279,0,0.0,83,8,0.096
src/decompile/cpp/prettyprint.hh,211,0,0.0,34,0,0.0,128,20,0.156
src/decompile/cpp/printc.cc,2047,44,0.021,2077,6,0.003,105,7,0.067
src/decompile/cpp/printc.hh,69,2,0.028999999999999998,14,3,0.214,66,2,0.03
src/decompile/cpp/printjava.cc,211,0,0.0,155,0,0.0,16,1,0.062
src/decompile/cpp/printjava.hh,1,0,0.0,0,0,,1,0,0.0
src/decompile/cpp/printlanguage.cc,455,46,0.10099999999999999,371,16,0.043,31,8,0.258
src/decompile/cpp/printlanguage.hh,42,1,0.024,2,0,0.0,26,2,0.077
src/decompile/cpp/rangemap.hh,163,125,0.767,182,86,0.473,54,35,0.648
src/decompile/cpp/rangeutil.cc,1550,335,0.21600000000000003,1064,146,0.13699999999999998,63,12,0.19
src/decompile/cpp/rangeutil.hh,58,11,0.19,44,12,0.273,30,4,0.133
src/decompile/cpp/ruleaction.cc,6166,4429,0.718,6106,3274,0.536,338,305,0.902
src/decompile/cpp/ruleaction.hh,557,553,0.993,1108,571,0.515,279,277,0.993
src/decompile/cpp/semantics.cc,669,0,0.0,446,0,0.0,54,0,0.0
src/decompile/cpp/semantics.hh,55,0,0.0,6,0,0.0,54,0,0.0
src/decompile/cpp/signature.cc,633,0,0.0,418,0,0.0,47,0,0.0
src/decompile/cpp/signature.hh,58,0,0.0,12,0,0.0,36,0,0.0
src/decompile/cpp/signature_ghidra.cc,68,6,0.08800000000000001,116,8,0.069,6,1,0.16699999999999998
src/decompile/cpp/signature_ghidra.hh,2,2,1.0,2,1,0.5,2,2,1.0
src/decompile/cpp/sleigh.cc,477,0,0.0,312,0,0.0,37,0,0.0
src/decompile/cpp/sleigh.hh,14,0,0.0,2,0,0.0,3,0,0.0
src/decompile/cpp/sleighbase.cc,194,0,0.0,262,0,0.0,14,0,0.0
src/decompile/cpp/sleighbase.hh,6,0,0.0,0,0,,6,0,0.0
src/decompile/cpp/slgh_compile.cc,2197,0,0.0,2855,0,0.0,135,0,0.0
src/decompile/cpp/slgh_compile.hh,41,0,0.0,0,0,,39,0,0.0
src/decompile/cpp/slghparse.cc,1070,0,0.0,1431,0,0.0,3,0,0.0
src/decompile/cpp/slghpatexpress.cc,1052,0,0.0,924,0,0.0,122,0,0.0
src/decompile/cpp/slghpatexpress.hh,123,0,0.0,10,0,0.0,111,0,0.0
src/decompile/cpp/slghpattern.cc,631,0,0.0,558,0,0.0,58,0,0.0
src/decompile/cpp/slghpattern.hh,38,0,0.0,18,0,0.0,37,0,0.0
src/decompile/cpp/slghscan.cc,1280,0,0.0,1232,0,0.0,47,0,0.0
src/decompile/cpp/slghsymbol.cc,1718,0,0.0,1556,0,0.0,175,0,0.0
src/decompile/cpp/slghsymbol.hh,175,0,0.0,40,0,0.0,166,0,0.0
src/decompile/cpp/space.cc,385,171,0.444,286,67,0.23399999999999999,40,19,0.475
src/decompile/cpp/space.hh,84,64,0.762,12,4,0.33299999999999996,36,31,0.861
src/decompile/cpp/string_ghidra.cc,19,0,0.0,12,0,0.0,3,2,0.667
src/decompile/cpp/stringmanage.cc,235,6,0.026000000000000002,232,0,0.0,14,2,0.14300000000000002
src/decompile/cpp/stringmanage.hh,1,1,1.0,0,0,,1,1,1.0
src/decompile/cpp/subflow.cc,1962,848,0.43200000000000005,1993,676,0.33899999999999997,79,37,0.46799999999999997
src/decompile/cpp/subflow.hh,1,0,0.0,0,0,,1,0,0.0
src/decompile/cpp/transform.cc,391,0,0.0,292,0,0.0,36,20,0.556
src/decompile/cpp/transform.hh,45,15,0.33299999999999996,6,4,0.667,26,12,0.462
src/decompile/cpp/translate.cc,523,299,0.5720000000000001,522,169,0.324,42,28,0.667
src/decompile/cpp/translate.hh,57,40,0.7020000000000001,4,1,0.25,34,24,0.706
src/decompile/cpp/type.cc,2517,782,0.311,2434,466,0.191,218,81,0.37200000000000005
src/decompile/cpp/type.hh,152,95,0.625,68,29,0.426,112,69,0.616
src/decompile/cpp/typegrp_ghidra.cc,13,0,0.0,16,0,0.0,1,1,1.0
