# of invocation until it gets C1/OSR/C2 compiled
Graph size, C1, OSR, C2
77, 1439, , 61209
77, 512, , 61180
77, 279, , 60822
77, 328, , 61042
77, 326, , 61022
116032
77, 261, , 60913
77, 279, , 7726
77, 294, , 64018
77, 261, , 60841
77, 290, , 61052
77, 327, , 61031
77, 331, , 61151
77, 258, , 8633
77, 512, , 61206
78, 341, , 61063
78, 270, , 60954
78, 259, , 5556
54884
78, 270, , 60889
78, 279, , 60961
78, 265, , 4460
78, 272, , 5570
78, 325, , 61015
78, 304, , 8725
78, 461, , 61104
78, 281, , 8781
78, 366, , 61045
78, 375, , 61257
78, 1452, , 61203
78, 273, , 6572
78, 299, , 60933
121845
78, 276, , 60861
78, 326, , 61017
78, 270, , 61087
78, 289, , 61186
79, 362, , 61037
79, 350, , 60987
79, 268, , 60788
79, 1230, , 61093
79, 261, , 60889
79, 310, , 60949
79, 512, , 70642
79, 487, , 61003
79, 422, , 61061
79, 533, , 60975
79, 373, , 60995
79, 451, , 61158
79, 512, , 61125
79, 366, , 61202
79, 386, , 61025
79, 512, , 61114
79, 512, , 61106
79, 276, , 60875
79, 311, , 60958
79, 789, , 61765
80, 512, , 61284
80, 434, , 61262
115005
80, 273, , 5531
80, 322, , 64046
80, 512, , 61170
80, 372, , 61068
80, 262, , 60878
80, 512, , 61011
80, 372, , 61095
80, 278, , 60795
80, 512, , 61137
80, 291, , 60852
100512
80, 512, , 61115
80, 447, , 61027
80, 512, , 61184
80, 447, , 61023
143292
80, 441, , 61292
80, 363, , 61292
116843
80, 407, , 60990
80, 291, , 8799
81, 328, , 60966
206293
81, 260, , 60930
81, 375, , 61045
81, 338, , 60973
81, 512, , 61555
81, 279, , 8632
81, 287, , 5572
81, 289, , 6631
81, 336, , 60970
81, 257, , 61030
81, 260, , 60798
81, 268, , 60828
81, 350, , 60998
81, 294, , 60999
81, 385, , 61034
81, 312, , 60980
81, 314, , 60967
81, 273, , 60943
81, 286, , 61014
113656
81, 458, , 61008
82, 512, , 61449
82, 301, , 61013
82, 272, , 60779
82, 512, , 61367
82, 512, , 61330
82, 512, , 60997
82, 512, , 61055
82, 512, , 61070
82, 275, , 60851
127295
82, 296, , 61191
82, 512, , 61254
82, 451, , 64074
82, 357, , 60976
123407
82, 278, , 60884
82, 297, , 60961
82, 351, , 60975
82, 512, , 61673
82, 373, , 61292
82, 512, , 61109
82, 512, , 61138
83, 512, , 67746
83, 512, , 61481
83, 512, , 61101
83, 419, , 61134
122870
83, 583, , 61052
83, 399, , 64171
83, 289, , 8644
83, 434, , 61225
83, 344, , 64032
83, 512, , 61159
83, 1244, , 
83, 512, , 61321
83, 512, , 61144
83, 512, , 70368
83, 1192, , 61274
83, 512, , 61012
83, 512, , 61852
83, 512, , 61028
83, 512, , 61489
83, 296, , 60886
84, 270, , 60781
84, 512, , 61004
84, 257, , 60771
84, 293, , 61147
84, 276, , 60933
84, 279, , 60878
84, 261, , 60860
84, 512, , 61143
84, 261, , 61037
84, 447, , 67157
84, 383, , 61249
84, 512, , 61417
84, 512, , 61242
84, 512, , 61200
84, 512, , 
84, 265, , 60889
84, 497, , 60995
84, 261, , 60984
122607
84, 323, , 60971
84, 512, , 61180
85, 512, , 61115
85, 512, , 61195
85, 496, , 61095
85, 272, , 60940
85, 318, , 60953
85, 321, , 60965
85, 278, , 60811
85, 277, , 60830
85, 314, , 61011
118045
85, 282, , 60920
85, 287, , 60899
85, 512, , 61417
85, 306, , 7738
85, , , 
85, 303, , 61191
85, 277, , 60832
85, 325, , 60976
85, 260, , 60833
85, 307, , 61029
85, 512, , 61019
86, 399, , 61023
86, 512, , 
86, 272, , 60823
86, 512, , 61028
86, 1533, , 
86, 452, , 61070
86, 1277, , 
86, 279, , 60957
86, 551, , 
86, 512, , 60992
86, 293, , 61037
86, 295, , 7638
86, 512, , 
86, 353, , 61036
86, 292, , 61031
86, 395, , 61073
86, 604, , 61193
86, 303, , 60915
86, , , 
86, 512, , 64827
87, 340, , 60967
87, 260, , 60865
87, 278, , 60897
87, 503, , 61332
87, 287, , 60839
87, 278, , 60852
87, 286, , 60943
87, 512, , 
87, 1334, , 
87, 512, , 
87, 276, , 60990
87, 282, , 60870
87, 284, , 60994
87, 512, , 64284
87, 262, , 60932
87, 291, , 61037
87, 375, , 64172
87, 326, , 61047
87, 292, , 60923
87, 1243, , 
88, 321, , 61060
118535
88, 270, , 61015
88, 277, , 61099
88, 436, , 61117
88, 1333, , 
88, 386, , 61020
88, 335, , 61083
88, 270, , 60927
113956
88, 409, , 61246
88, 512, , 
88, 276, , 60985
114296
88, 298, , 60952
96795
88, 354, , 60976
88, 264, , 60986
88, 289, , 60855
88, 307, , 61234
88, 445, , 61123
88, 455, , 60987
88, 512, , 61097
88, 445, , 61201
89, 512, , 61674
89, 379, , 60970
116656
89, 270, , 60862
89, 512, , 61097
89, 512, , 61744
89, 512, , 61161
89, 512, , 61174
89, 472, , 61143
89, 512, , 61586
89, 477, , 61003
89, 338, , 61207
89, 512, , 64386
89, 308, , 61042
89, 338, , 61034
89, 288, , 60917
89, 512, , 61088
89, 512, , 61181
89, 277, , 60949
89, 353, , 61048
89, 381, , 61060
90, 512, , 61021
90, 512, , 61542
90, 1343, , 
90, 512, , 61037
90, , , 
90, 264, , 60943
90, 347, , 61237
90, , , 
90, 512, , 
90, 286, , 60951
90, 1146, , 
90, 512, , 
90, 261, , 60906
90, 297, , 61098
90, 512, , 
90, 258, , 61079
90, 274, , 60852
90, 264, , 60999
90, 286, , 61013
90, 512, , 
91, 512, , 67168
91, 276, , 61007
91, 343, , 61015
91, 257, , 61043
91, , , 
91, 314, , 61031
91, 373, , 61008
91, 449, , 61050
91, 302, , 60960
91, 500, , 61159
91, 463, , 61367
91, 301, , 61034
91, 319, , 60972
91, 263, , 64052
91, 384, , 61099
91, 263, , 60917
91, 504, , 61131
91, 409, , 64063
91, 270, , 60869
91, 293, , 61033
92, 512, , 61152
92, 512, , 
92, , , 
92, 337, , 60967
92, , , 
92, 262, , 60977
92, 308, , 61160
92, 1174, , 
92, , , 
92, , , 
92, 325, , 61035
92, , , 
92, 347, , 61166
92, , , 
92, 512, , 61425
92, 512, , 
92, , , 
92, , , 
92, 512, , 
92, , , 
93, 512, , 
93, 468, , 61129
93, , , 
93, , , 
93, 512, , 61078
93, 512, , 
93, , , 
93, , , 
93, 512, , 
93, 365, , 61071
93, 1463, , 
93, 349, , 61031
93, , , 
93, 512, , 
93, 512, , 61546
93, 512, , 
93, 421, , 61065
93, , , 
93, 512, , 61079
93, , , 
94, 464, , 61031
94, 512, , 61178
94, , , 
94, 512, , 
94, 297, , 60977
94, , , 
94, 349, , 61049
94, 1052, , 
94, 512, , 
94, 307, , 61075
94, , , 
94, , , 
94, , , 
94, 469, , 61087
94, , , 
94, 1504, , 
94, 375, , 61090
94, 512, , 
94, , , 
94, , , 
95, , , 
95, , , 
95, 288, , 61013
95, 477, , 61073
95, , , 
95, 512, , 61004
95, 386, , 61171
95, 366, , 60960
95, 512, , 61138
95, , , 
95, 512, , 61002
95, , , 
95, 428, , 61337
95, 512, , 61173
95, 1234, , 
95, 261, , 61121
95, 303, , 60990
95, 454, , 64067
95, 376, , 61080
95, 414, , 61304
96, 289, , 60972
96, 512, , 61191
96, , , 
96, , , 
96, , , 
96, 512, , 61022
96, 339, , 61060
96, 512, , 
96, 260, , 60942
96, 293, , 60959
96, , , 
96, 352, , 60975
96, 287, , 61022
96, 512, , 64099
96, 416, , 60995
96, , , 
96, 512, , 61013
96, 290, , 60993
96, 512, , 
96, 512, , 61183
97, 512, , 61003
97, 379, , 61241
97, 501, , 61113
97, , , 
97, 512, , 60993
97, , , 
97, 512, , 61532
97, , , 
97, , , 
97, , , 
97, 449, , 60983
97, 318, , 60990
97, , , 
97, , , 
97, 369, , 61058
97, , , 
97, 512, , 
97, 372, , 61041
97, 512, , 61032
97, , , 
98, , , 
98, , , 
98, , , 
98, , , 
98, 512, , 61309
98, , , 
98, 502, , 61163
98, , , 
98, , , 
98, , , 
98, , , 
98, , , 
98, 512, , 61146
98, , , 
98, 512, , 61179
98, 512, , 60985
98, , , 
98, 512, , 61121
98, , , 
98, 512, , 61054
99, , , 
99, , , 
99, , , 
99, , , 
99, , , 
99, , , 
99, , , 
99, , , 
99, , , 
99, , , 
99, 512, , 
99, 1297, , 
99, , , 
99, , , 
99, , , 
99, 512, , 
99, , , 
99, , , 
99, 512, , 
99, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
