# of invocation until it gets C1/OSR/C2 compiled
Graph size, C1, OSR, C2
76, 344, , 67123
76, 290, , 8633
76, 512, , 64086
76, 353, , 60975
113659
76, 259, , 60866
77, 512, , 64164
77, 359, , 67113
77, 261, , 60829
77, 346, , 64053
77, 289, , 60949
77, 367, , 64179
77, 420, , 70570
77, 512, , 67168
77, 384, , 60990
77, 398, , 64064
77, 359, , 64352
77, 333, , 60979
77, 296, , 60891
99394
77, 512, , 67515
77, 355, , 64230
77, 262, , 64089
77, 512, , 67139
77, 512, , 64776
77, 347, , 61120
77, 268, , 60869
78, 263, , 60889
78, 306, , 64053
78, 487, , 64067
78, 298, , 64149
78, 293, , 60912
78, 343, , 9729
78, 263, , 60871
78, 512, , 64101
78, 512, , 61048
78, 512, , 70658
78, 257, , 4464
78, 499, , 61462
78, 258, , 60750
78, 321, , 64104
78, 512, , 64105
78, 512, , 70269
78, 341, , 67094
78, 512, , 67145
78, 360, , 60989
78, 512, , 64101
79, 512, , 64109
79, 299, , 10923
79, 512, , 67201
79, 467, , 67143
79, 512, , 64481
79, 475, , 67164
79, 512, , 67909
79, 1264, , 67664
79, 496, , 64187
79, 1280, , 67197
79, 512, , 67340
107151
79, 414, , 61052
79, 322, , 60932
79, 512, , 64481
79, 306, , 61070
79, 317, , 60906
79, 512, , 67170
79, 290, , 64024
79, 312, , 61058
79, 438, , 64082
80, 537, , 70235
80, 411, , 70200
80, 258, , 5465
80, 413, , 60976
80, 262, , 67144
80, 485, , 67149
80, 311, , 64050
80, 512, , 64125
80, 403, , 67135
80, 339, , 67206
80, 360, , 67146
133870
80, 260, , 7559
80, 512, , 64728
80, 512, , 67737
80, 260, , 60912
80, 316, , 60914
80, 368, , 67137
80, 563, , 70269
80, 512, , 64125
80, 387, , 60977
116308
81, 439, , 67116
81, 438, , 67140
81, 259, , 60803
81, 512, , 64107
81, 262, , 67264
81, 288, , 60857
81, 340, , 61003
81, 329, , 63996
81, 286, , 60897
81, 350, , 67142
81, 512, , 64127
81, 337, , 64051
81, 512, , 64148
81, 512, , 64118
81, 383, , 61207
81, 268, , 60913
81, 262, , 64005
81, 341, , 64070
81, 512, , 67170
81, 360, , 64263
82, 445, , 67415
82, 302, , 7619
82, 285, , 60807
82, 338, , 70150
82, 512, , 61023
82, 512, , 64097
82, 446, , 64072
82, 396, , 67133
82, 288, , 60850
82, 512, , 60994
82, 259, , 60771
82, 288, , 70186
82, 457, , 64065
82, 364, , 60962
82, 263, , 64005
82, 424, , 67157
82, 456, , 61181
82, 450, , 67150
82, 259, , 60800
82, 262, , 64212
83, 259, , 60937
83, 475, , 70198
83, 293, , 60849
83, 263, , 10889
83, 346, , 70224
83, 323, , 10843
83, 259, , 60768
83, 512, , 67136
83, 378, , 67265
83, 512, , 70273
83, 512, , 67285
83, 345, , 64045
83, 408, , 61145
83, 484, , 64486
83, 364, , 64066
83, 301, , 60973
83, 259, , 60771
83, 281, , 60800
83, 365, , 64405
83, 431, , 67392
84, 290, , 61170
84, 258, , 58764
84, 1030, , 67183
84, 512, , 64103
84, 336, , 67119
84, 351, , 67379
84, 261, , 60983
84, 295, , 60976
84, 468, , 64068
84, 317, , 64123
84, 338, , 61157
84, 278, , 64043
84, 259, , 60824
84, 261, , 60951
106670
84, 259, , 60781
84, 301, , 64250
103691
84, 263, , 60974
120428
84, 512, , 67151
84, 263, , 60926
84, 373, , 64065
85, 438, , 70476
85, 330, , 64036
85, 259, , 60774
85, 260, , 60809
119843
85, 259, , 60796
114119
85, 512, , 64557
85, 282, , 60939
85, 331, , 61157
85, 261, , 60913
85, 386, , 61010
85, 378, , 67137
85, 512, , 64101
85, 315, , 61139
85, 289, , 64040
85, 512, , 61538
85, 512, , 61012
85, 684, , 67211
85, 261, , 60874
109053
85, 348, , 60991
85, 330, , 60972
86, 1412, , 
86, 1208, , 
86, 453, , 64474
86, 344, , 64057
86, 263, , 67136
86, 512, , 70264
86, 407, , 70308
86, 261, , 61015
86, 512, , 70624
86, 259, , 60952
86, 512, , 67171
86, 317, , 67347
86, 507, , 70234
86, 258, , 60791
86, 1406, , 
86, 260, , 60805
98168
86, 301, , 61046
97786
86, , , 
86, 258, , 60798
86, 512, , 64403
87, 349, , 67136
87, 298, , 60913
87, 262, , 67308
87, 1241, , 
87, 259, , 60818
87, 364, , 70370
87, 295, , 60928
87, , , 
87, 282, , 67080
108645
87, , , 
87, , , 
87, 313, , 60968
87, 512, , 64274
87, 282, , 60806
87, 388, , 64467
87, , , 
87, 512, , 64564
87, 261, , 60858
87, 380, , 60976
87, , , 
88, 415, , 60981
88, 499, , 60996
88, 352, , 61097
88, 461, , 70234
88, 304, , 67123
88, 271, , 60961
88, 280, , 60910
88, 301, , 64107
88, 259, , 60826
88, 357, , 64333
88, 512, , 70235
88, 381, , 64077
88, 402, , 64055
122351
88, 261, , 67101
88, 337, , 64360
136716
88, 365, , 67365
88, 335, , 61243
125043
88, 258, , 60873
88, 512, , 64117
88, 512, , 67171
89, 512, , 64099
89, 259, , 60974
89, 262, , 61052
89, 512, , 67150
89, 286, , 64034
89, 258, , 60835
89, 512, , 64535
89, 379, , 64204
89, 262, , 64012
89, 422, , 67143
89, 330, , 64053
89, 280, , 60916
89, 355, , 67121
89, 441, , 64058
89, 296, , 60885
89, 307, , 61001
89, 512, , 67305
89, 463, , 61414
89, 414, , 64460
89, 289, , 64286
90, 327, , 61217
90, 1326, , 
90, 306, , 61214
90, , , 
90, 263, , 61084
90, 337, , 64090
90, 379, , 67290
90, 389, , 64062
90, 261, , 60879
90, 512, , 67353
90, 262, , 60884
116591
90, 264, , 67105
90, 260, , 60921
90, , , 
90, 340, , 61187
90, 262, , 60877
90, 512, , 64094
90, 326, , 64320
90, 263, , 60974
118268
90, 512, , 
91, 512, , 61009
91, 259, , 60804
91, 436, , 67133
91, 358, , 64061
91, 314, , 64013
91, 421, , 70542
91, 313, , 60961
91, 512, , 70238
91, 512, , 67166
91, 365, , 70212
91, 512, , 
91, 455, , 64073
91, 467, , 67148
91, , , 
91, 326, , 64359
91, 453, , 61004
91, 512, , 64072
91, 256, , 60838
91, 430, , 64071
91, 417, , 64074
92, 461, , 64068
92, 998, , 
92, 264, , 61200
92, 708, , 70283
92, , , 
92, 512, , 67176
92, 304, , 67408
92, , , 
92, 427, , 67119
92, , , 
92, 512, , 
92, 414, , 70266
92, 484, , 64089
92, 1187, , 
92, 1428, , 
92, , , 
92, 512, , 64085
92, 447, , 64452
92, 512, , 64193
92, 1367, , 
93, 512, , 
93, 441, , 64071
93, , , 
93, 512, , 
93, 1272, , 
93, , , 
93, 512, , 61525
93, 288, , 61200
93, 512, , 
93, 512, , 64630
93, , , 
93, 512, , 67265
93, 300, , 64047
93, 264, , 61070
101387
93, 335, , 67115
93, 1415, , 
93, , , 
93, , , 
93, 347, , 61036
93, 345, , 64330
94, 512, , 61020
94, 512, , 
94, , , 
94, , , 
94, , , 
94, 1353, , 
94, 512, , 64555
94, 447, , 64066
94, 1223, , 
94, 1455, , 
94, 365, , 67118
94, , , 
94, , , 
94, , , 
94, 477, , 67124
94, 394, , 67151
94, , , 
94, 336, , 70201
94, 1147, , 
94, 1152, , 
95, 361, , 67121
95, 512, , 64090
95, 388, , 64465
95, , , 
95, , , 
95, , , 
95, 376, , 60978
114596
95, 379, , 61002
95, 261, , 64018
95, , , 
95, , , 
95, 512, , 64492
95, 298, , 61112
95, , , 
95, 1241, , 
95, , , 
95, 475, , 64091
95, , , 
95, , , 
95, 303, , 64048
96, , , 
96, 1160, , 
96, 512, , 
96, , , 
96, 512, , 64872
96, , , 
96, , , 
96, , , 
96, 322, , 67174
96, , , 
96, 512, , 64125
96, 512, , 61020
96, 476, , 64084
96, 316, , 60987
96, , , 
96, 473, , 61140
96, , , 
96, 262, , 60937
112569
96, 332, , 67126
96, , , 
97, 512, , 67164
97, 474, , 67133
97, 420, , 67148
97, 512, , 67187
97, , , 
97, 313, , 64055
97, , , 
97, , , 
97, 261, , 60960
97, 264, , 64325
97, , , 
97, , , 
97, , , 
97, , , 
97, 307, , 70447
97, 316, , 64049
97, , , 
97, , , 
97, , , 
97, 469, , 67565
98, , , 
98, , , 
98, , , 
98, , , 
98, , , 
98, 512, , 64370
98, , , 
98, , , 
98, 512, , 
98, , , 
98, 495, , 67151
98, , , 
98, 512, , 64090
98, , , 
98, , , 
98, , , 
98, , , 
98, , , 
98, , , 
98, , , 
99, 1139, , 
99, , , 
99, , , 
99, 1095, , 
99, , , 
99, , , 
99, , , 
99, 512, , 
99, 512, , 
99, , , 
99, , , 
99, 1345, , 
99, , , 
99, 512, , 
99, , , 
99, 512, , 
99, , , 
99, , , 
99, , , 
99, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
100, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
101, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
102, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
103, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
104, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
105, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
106, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
107, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
108, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
109, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
110, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
111, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
112, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
113, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
114, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
115, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
116, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
117, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
118, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
119, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
120, , , 
